supermarket,no_of_items,variation,total,paid,change,type,food,snack,beverage,consumables,high_end,asset,fixed_asset,date,mall,time,time_type,type_market,location,loc_category,day,day_type,24hr,day_1,month,year,hour,item_no_cat,total_cat,paid_cat,change_cat,datetime,cluster
karrymart,1,1,80.0,100,20.0,cash,no,no,yes,no,no,no,no,2017-05-23 00:00:00,no,20:53:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,20,A,1,1,1,2017-05-23 20:53:00,0
karrymart,1,1,80.0,100,20.0,cash,no,no,yes,no,no,no,no,2017-05-23 00:00:00,no,17:14:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,17,A,1,1,1,2017-05-23 17:14:00,0
karrymart,1,1,80.0,100,20.0,cash,no,no,yes,no,no,no,no,2017-05-23 00:00:00,no,19:34:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,19,A,1,1,1,2017-05-23 19:34:00,0
karrymart,3,1,170.0,200,30.0,cash,yes,no,yes,no,no,no,no,2017-05-23 00:00:00,no,17:42:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,17,B,1,1,1,2017-05-23 17:42:00,0
karrymart,1,1,60.0,200,140.0,cash,no,no,yes,no,no,no,no,2017-05-23 00:00:00,no,16:44:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,16,A,1,1,1,2017-05-23 16:44:00,0
karrymart,3,1,140.0,1000,860.0,cash,yes,yes,yes,no,no,no,no,2017-05-23 00:00:00,no,18:30:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,18,B,1,1,1,2017-05-23 18:30:00,0
karrymart,1,1,101.0,1000,899.0,cash,yes,no,no,no,no,no,no,2017-05-23 00:00:00,no,14:15:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,14,A,1,1,1,2017-05-23 14:15:00,0
karrymart,1,1,80.0,100,20.0,cash,no,no,no,yes,no,yes,no,2017-05-23 00:00:00,no,18:50:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,18,A,1,1,1,2017-05-23 18:50:00,0
karrymart,1,1,60.0,60,0.0,cash,no,no,yes,no,no,no,no,2017-05-23 00:00:00,no,18:25:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,18,A,1,1,1,2017-05-23 18:25:00,0
karrymart,3,1,175.0,500,325.0,cash,no,yes,yes,no,no,no,no,2017-05-23 00:00:00,no,21:07:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,21,B,1,1,1,2017-05-23 21:07:00,0
karrymart,2,1,130.0,200,70.0,cash,yes,no,yes,no,no,no,no,2017-05-23 00:00:00,no,19:53:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,19,A,1,1,1,2017-05-23 19:53:00,0
karrymart,2,1,45.0,50,5.0,cash,no,no,yes,no,no,no,no,2017-05-23 00:00:00,no,15:12:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,15,A,1,1,1,2017-05-23 15:12:00,0
karrymart,1,1,120.0,500,380.0,cash,yes,no,no,no,no,no,no,2017-05-23 00:00:00,no,17:03:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,17,A,1,1,1,2017-05-23 17:03:00,0
karrymart,3,1,205.0,205,0.0,cash,no,yes,yes,no,no,no,no,2017-05-23 00:00:00,no,19:46:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,19,B,1,1,1,2017-05-23 19:46:00,0
karrymart,1,1,70.0,500,430.0,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,19:04:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,19,A,1,1,1,2017-05-23 19:04:00,0
karrymart,2,1,130.0,1000,870.0,cash,yes,no,yes,no,no,no,no,2017-05-23 00:00:00,no,19:30:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,19,A,1,1,1,2017-05-23 19:30:00,0
karrymart,2,1,195.0,200,5.0,cash,no,no,yes,no,no,no,no,2017-05-23 00:00:00,no,18:49:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,18,A,1,1,1,2017-05-23 18:49:00,0
karrymart,1,1,30.0,100,70.0,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,18:04:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,18,A,1,1,1,2017-05-23 18:04:00,0
karrymart,1,1,60.0,100,40.0,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,18:05:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,18,A,1,1,1,2017-05-23 18:05:00,0
karrymart,2,1,185.0,1000,815.0,cash,yes,yes,no,no,no,no,no,2017-05-23 00:00:00,no,19:55:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,19,A,1,1,1,2017-05-23 19:55:00,0
karrymart,2,1,115.0,200,85.0,cash,yes,no,yes,no,no,no,no,2017-05-23 00:00:00,no,20:14:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,20,A,1,1,1,2017-05-23 20:14:00,0
karrymart,2,1,120.0,520,400.0,cash,no,no,yes,no,no,no,no,2017-05-23 00:00:00,no,16:02:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,16,A,1,1,1,2017-05-23 16:02:00,0
karrymart,2,1,193.0,1000,807.0,cash,yes,no,yes,no,no,no,no,2017-05-23 00:00:00,no,20:40:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,20,A,1,1,1,2017-05-23 20:40:00,0
karrymart,1,1,60.0,100,40.0,cash,no,no,yes,no,no,no,no,2017-05-23 00:00:00,no,16:23:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,16,A,1,1,1,2017-05-23 16:23:00,0
karrymart,1,1,65.0,100,35.0,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,17:27:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,17,A,1,1,1,2017-05-23 17:27:00,0
karrymart,1,1,100.0,100,0.0,cash,yes,no,yes,no,no,no,no,2017-05-23 00:00:00,no,17:40:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,17,A,1,1,1,2017-05-23 17:40:00,0
karrymart,1,1,120.0,500,380.0,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,15:02:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,15,A,1,1,1,2017-05-23 15:02:00,0
karrymart,3,1,245.0,500,255.0,cash,yes,yes,no,no,no,no,no,2017-05-23 00:00:00,no,19:02:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,19,B,1,1,1,2017-05-23 19:02:00,0
karrymart,1,1,70.0,100,30.0,cash,no,no,no,yes,no,no,no,2017-05-23 00:00:00,no,18:52:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,18,A,1,1,1,2017-05-23 18:52:00,0
karrymart,1,1,30.0,100,70.0,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,14:02:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,14,A,1,1,1,2017-05-23 14:02:00,0
karrymart,1,1,70.0,1000,930.0,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,17:55:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,17,A,1,1,1,2017-05-23 17:55:00,0
karrymart,1,1,115.0,120,5.0,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,15:04:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,15,A,1,1,1,2017-05-23 15:04:00,0
karrymart,4,1,204.0,500,296.0,cash,no,yes,yes,no,no,no,no,2017-05-23 00:00:00,no,15:09:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,15,B,1,1,1,2017-05-23 15:09:00,0
karrymart,3,1,220.0,500,280.0,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,16:51:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,16,B,1,1,1,2017-05-23 16:51:00,0
karrymart,1,1,25.0,50,25.0,cash,no,no,yes,no,no,no,no,2017-05-23 00:00:00,no,16:32:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,16,A,1,1,1,2017-05-23 16:32:00,0
karrymart,3,1,290.0,1000,710.0,cash,yes,no,no,no,no,no,no,2017-05-23 00:00:00,no,19:40:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,19,B,1,1,1,2017-05-23 19:40:00,0
karrymart,1,1,80.0,100,20.0,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,16:56:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,16,A,1,1,1,2017-05-23 16:56:00,0
karrymart,1,1,70.0,500,430.0,cash,yes,no,no,no,no,no,no,2017-05-23 00:00:00,no,17:41:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,17,A,1,1,1,2017-05-23 17:41:00,0
karrymart,1,1,50.0,100,50.0,cash,yes,no,no,no,no,no,no,2017-05-23 00:00:00,no,19:48:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,19,A,1,1,1,2017-05-23 19:48:00,0
karrymart,1,1,25.0,50,25.0,cash,no,no,yes,no,no,no,no,2017-05-23 00:00:00,no,17:29:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,17,A,1,1,1,2017-05-23 17:29:00,0
karrymart,1,1,120.0,1000,880.0,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,12:54:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,12,A,1,1,1,2017-05-23 12:54:00,0
karrymart,1,1,25.0,40,15.0,cash,no,no,no,yes,no,no,no,2017-05-23 00:00:00,no,10:23:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,10,A,1,1,1,2017-05-23 10:23:00,0
karrymart,1,1,80.0,200,120.0,cash,no,no,yes,no,no,no,no,2017-05-23 00:00:00,no,16:37:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,16,A,1,1,1,2017-05-23 16:37:00,0
karrymart,1,1,100.0,100,0.0,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,16:56:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,16,A,1,1,1,2017-05-23 16:56:00,0
karrymart,1,1,70.0,70,0.0,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,19:31:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,19,A,1,1,1,2017-05-23 19:31:00,0
karrymart,2,1,140.0,500,360.0,cash,yes,no,yes,no,no,no,no,2017-05-23 00:00:00,no,16:47:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,16,A,1,1,1,2017-05-23 16:47:00,0
karrymart,1,1,60.0,200,140.0,cash,yes,no,no,no,no,no,no,2017-05-23 00:00:00,no,15:59:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,15,A,1,1,1,2017-05-23 15:59:00,0
karrymart,1,1,60.0,100,40.0,cash,no,no,yes,no,no,no,no,2017-05-23 00:00:00,no,15:24:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,15,A,1,1,1,2017-05-23 15:24:00,0
karrymart,2,1,105.0,200,95.0,cash,no,yes,yes,no,no,no,no,2017-05-23 00:00:00,no,16:07:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,16,A,1,1,1,2017-05-23 16:07:00,0
karrymart,1,1,60.0,100,40.0,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,15:15:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,15,A,1,1,1,2017-05-23 15:15:00,0
karrymart,1,1,60.0,100,40.0,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,15:15:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,15,A,1,1,1,2017-05-23 15:15:00,0
karrymart,2,2,155.0,200,55.0,cash,no,yes,no,yes,no,no,no,2017-05-23 00:00:00,no,18:58:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,18,A,1,1,1,2017-05-23 18:58:00,0
karrymart,2,1,130.0,500,370.0,cash,yes,no,yes,no,no,no,no,2017-05-23 00:00:00,no,19:28:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,19,A,1,1,1,2017-05-23 19:28:00,0
karrymart,1,1,55.0,55,0.0,cash,no,no,yes,no,no,no,no,2017-05-23 00:00:00,no,14:14:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,14,A,1,1,1,2017-05-23 14:14:00,0
karrymart,1,1,99.4,200,100.6,cash,yes,no,no,no,no,no,no,2017-05-23 00:00:00,no,20:37:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,20,A,1,1,1,2017-05-23 20:37:00,0
karrymart,1,1,85.0,100,15.0,cash,yes,no,no,no,no,no,no,2017-05-23 00:00:00,no,09:13:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,9,A,1,1,1,2017-05-23 09:13:00,0
karrymart,1,1,60.0,1000,940.0,cash,no,no,yes,no,no,no,no,2017-05-23 00:00:00,no,14:42:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,14,A,1,1,1,2017-05-23 14:42:00,0
karrymart,2,1,115.0,500,385.0,cash,yes,no,yes,no,no,no,no,2017-05-23 00:00:00,no,19:32:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,19,A,1,1,1,2017-05-23 19:32:00,0
karrymart,1,1,90.0,100,10.0,cash,no,no,no,yes,no,no,no,2017-05-23 00:00:00,no,16:25:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,16,A,1,1,1,2017-05-23 16:25:00,0
karrymart,1,1,80.0,100,20.0,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,17:11:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,17,A,1,1,1,2017-05-23 17:11:00,0
karrymart,1,1,60.0,200,14.0,cash,no,no,yes,no,no,no,no,2017-05-23 00:00:00,no,16:09:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,16,A,1,1,1,2017-05-23 16:09:00,0
karrymart,1,1,50.0,200,150.0,cash,yes,no,no,no,no,no,no,2017-05-23 00:00:00,no,17:03:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,17,A,1,1,1,2017-05-23 17:03:00,0
karrymart,1,1,85.0,100,15.0,cash,yes,no,no,no,no,no,no,2017-05-23 00:00:00,no,17:48:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,17,A,1,1,1,2017-05-23 17:48:00,0
karrymart,1,1,215.0,300,85.0,cash,yes,no,no,no,no,no,no,2017-05-23 00:00:00,no,15:24:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,15,A,1,1,1,2017-05-23 15:24:00,0
karrymart,1,1,60.0,100,40.0,cash,no,no,yes,no,no,no,no,2017-05-23 00:00:00,no,15:10:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,15,A,1,1,1,2017-05-23 15:10:00,0
karrymart,1,1,1000.0,100,0.0,cash,yes,no,no,no,no,no,no,2017-05-23 00:00:00,no,15:41:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,15,A,1,1,1,2017-05-23 15:41:00,0
acacia,12,1,2024.0,2024,0.0,mpesa,yes,yes,yes,no,yes,no,no,2017-08-12 00:00:00,no,18:25:00,evening,small,saika,mid,saturday,weekend,no,12,8,2017.0,18,B,4,1,1,2017-08-12 18:25:00,1
karrymart,1,1,60.0,200,140.0,cash,no,no,yes,no,no,no,no,2017-05-23 00:00:00,no,20:52:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,20,A,1,1,1,2017-05-23 20:52:00,0
tuskys,1,1,55.0,55,0.0,cash,no,no,yes,no,no,no,no,2017-05-24 00:00:00,no,18:53:00,evening,chain,cbd,mid,Wednesday,weekday,no,24,5,2017.0,18,A,1,1,1,2017-05-24 18:53:00,0
nakumatt,1,1,130.0,130,0.0,cash,no,no,yes,no,no,no,no,2017-05-24 00:00:00,no,15:42:00,evening,chain,junction,mid,Wednesday,weekday,no,24,5,2017.0,15,A,1,1,1,2017-05-24 15:42:00,0
tuskys,3,1,275.0,500,225.0,cash,yes,yes,yes,no,no,no,no,2017-05-24 00:00:00,no,20:31:00,night,chain,cbd,mid,Wednesday,weekday,no,24,5,2017.0,20,B,1,1,1,2017-05-24 20:31:00,0
karrymart,3,1,222.0,500,278.0,cash,yes,yes,yes,no,no,no,no,2017-05-23 00:00:00,no,16:53:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,16,B,1,1,1,2017-05-23 16:53:00,0
karrymart,1,1,60.0,200,140.0,cash,no,no,no,no,no,yes,no,2017-01-24 00:00:00,no,10:50:00,morning,chain,cbd,mid,Tuesday,weekday,no,24,1,2017.0,10,A,1,1,1,2017-01-24 10:50:00,0
karrymart,1,1,70.0,70,0.0,cash,no,no,yes,no,no,no,no,2017-05-23 00:00:00,no,19:41:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,19,A,1,1,1,2017-05-23 19:41:00,0
Eastmatt,4,1,314.0,400,84.0,cash,yes,yes,yes,no,no,no,no,2017-05-24 00:00:00,no,16:40:00,evening,chain,cbd,mid,Wednesday,weekday,no,24,5,2017.0,16,B,1,1,1,2017-05-24 16:40:00,0
karrymart,3,1,110.0,120,10.0,cash,yes,yes,yes,no,no,no,no,23/05/0201,no,17:52:00,evening,chain,cbd,mid,Wednesday,weekday,no,23,5,201.0,17,B,1,1,1,,0
chandarana,1,1,130.0,500,370.0,cash,no,no,no,no,no,yes,no,2017-05-23 00:00:00,no,20:49:00,night,small,cbd,high,Tuesday,weekday,no,23,5,2017.0,20,A,1,1,1,2017-05-23 20:49:00,0
chandarana,1,1,55.0,55,0.0,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,17:19:00,evening,small,cbd,high,Tuesday,weekday,no,23,5,2017.0,17,A,1,1,1,2017-05-23 17:19:00,0
chandarana,2,2,1540.0,2000,460.0,cash,no,no,yes,no,yes,no,no,2017-05-24 00:00:00,no,14:05:00,afternoon,small,cbd,high,Wednesday,weekday,no,24,5,2017.0,14,A,1,1,1,2017-05-24 14:05:00,0
tuskys,4,2,869.0,1000,131.0,cash,yes,yes,no,no,no,yes,no,2017-05-23 00:00:00,no,11:42:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,11,B,1,1,1,2017-05-23 11:42:00,0
ukwala,2,1,75.0,1000,925.0,cash,yes,no,no,no,no,no,no,2017-05-24 00:00:00,no,15:21:00,evening,chain,cbd,mid,Wednesday,weekday,no,24,5,2017.0,15,A,1,1,1,2017-05-24 15:21:00,0
ukwala,2,1,96.0,200,104.0,cash,yes,yes,no,no,no,no,no,2017-06-21 00:00:00,no,20:36:00,night,chain,cbd,mid,Wednesday,weekday,no,21,6,2017.0,20,A,1,1,1,2017-06-21 20:36:00,0
tuskys,2,1,293.0,500,207.0,cash,yes,yes,no,no,no,no,no,2017-05-22 00:00:00,no,14:43:00,afternoon,chain,cbd,mid,Monday,weekday,no,22,5,2017.0,14,A,1,1,1,2017-05-22 14:43:00,0
chandarana,1,1,40.0,50,10.0,cash,no,no,no,yes,no,no,no,2017-05-23 00:00:00,no,14:12:00,afternoon,small,cbd,high,Monday,weekday,no,23,5,2017.0,14,A,1,1,1,2017-05-23 14:12:00,0
acacia,1,1,35.0,35,0.0,cash,no,no,no,no,no,yes,no,2017-05-22 00:00:00,no,14:01:00,afternoon,small,saika,mid,Monday,weekday,no,22,5,2017.0,14,A,1,1,1,2017-05-22 14:01:00,0
acacia,1,1,90.0,500,410.0,cash,yes,no,no,no,no,no,no,2017-05-22 00:00:00,no,19:12:00,night,small,saika,mid,Monday,weekday,no,22,5,2017.0,19,A,1,1,1,2017-05-22 19:12:00,0
acacia,1,1,235.0,250,15.0,cash,yes,no,no,no,no,no,no,2017-05-22 00:00:00,no,15:23:00,afternoon,small,saika,mid,Monday,weekday,no,22,5,2017.0,15,A,1,1,1,2017-05-22 15:23:00,0
acacia,1,1,75.0,80,5.0,cash,no,yes,no,no,no,no,no,2017-05-20 00:00:00,no,18:31:00,evening,small,saika,mid,saturday,weekend,no,20,5,2017.0,18,A,1,1,1,2017-05-20 18:31:00,0
acacia,1,1,90.0,100,10.0,cash,yes,no,no,no,no,no,no,2017-05-20 00:00:00,no,19:31:00,night,small,saika,mid,saturday,weekend,no,20,5,2017.0,19,A,1,1,1,2017-05-20 19:31:00,0
acacia,2,1,137.0,200,63.0,cash,yes,no,no,no,no,no,no,2017-05-20 00:00:00,no,19:12:00,night,small,saika,mid,saturday,weekend,no,20,5,2017.0,19,A,1,1,1,2017-05-20 19:12:00,0
acacia,1,1,175.0,205,30.0,cash,yes,no,no,no,no,no,no,2017-05-21 00:00:00,no,08:56:00,morning,small,saika,mid,Sunday,weekend,no,21,5,2017.0,8,A,1,1,1,2017-05-21 08:56:00,0
acacia,1,1,55.0,60,5.0,cash,no,yes,no,no,no,no,no,2017-05-22 00:00:00,no,13:14:00,afternoon,small,saika,mid,Monday,weekday,no,22,5,2017.0,13,A,1,1,1,2017-05-22 13:14:00,0
acacia,1,1,270.0,300,30.0,cash,no,no,no,no,yes,no,no,2017-05-22 00:00:00,no,13:21:00,afternoon,small,saika,mid,Monday,weekday,no,22,5,2017.0,13,A,1,1,1,2017-05-22 13:21:00,0
acacia,1,1,90.0,100,10.0,cash,yes,no,no,no,no,no,no,2017-05-22 00:00:00,no,14:10:00,afternoon,small,saika,mid,Monday,weekday,no,22,5,2017.0,14,A,1,1,1,2017-05-22 14:10:00,0
naivas,9,3,907.0,1000,93.0,cash,yes,yes,yes,yes,no,yes,no,2017-05-17 00:00:00,no,20:27:00,night,chain,umoja,mid,Wednesday,weekday,no,17,5,2017.0,20,B,1,1,1,2017-05-17 20:27:00,0
naivas,1,1,95.0,100,5.0,cash,no,no,yes,no,no,no,no,2017-05-19 00:00:00,no,20:10:00,night,chain,umoja,mid,Friday,weekday,no,19,5,2017.0,20,A,1,1,1,2017-05-19 20:10:00,0
naivas,7,1,961.0,1000,39.0,cash,yes,yes,yes,no,no,no,no,2017-05-12 00:00:00,no,15:46:00,evening,chain,umoja,mid,Friday,weekday,no,12,5,2017.0,15,B,1,1,1,2017-05-12 15:46:00,0
naivas,10,3,2903.0,2903,0.0,cash,yes,yes,yes,yes,no,yes,no,2017-05-21 00:00:00,no,14:21:00,afternoon,chain,umoja,mid,Sunday,weekend,no,21,5,2017.0,14,B,3,5,1,2017-05-21 14:21:00,0
naivas,6,2,736.0,1000,263.0,cash,yes,no,yes,yes,no,yes,no,2017-05-21 00:00:00,no,12:07:00,afternoon,chain,umoja,mid,Sunday,weekend,no,21,5,2017.0,12,B,1,1,1,2017-05-21 12:07:00,0
naivas,1,1,58.0,70,12.0,cash,yes,no,no,no,no,no,no,2017-05-19 00:00:00,no,15:16:00,evening,chain,umoja,mid,Friday,weekday,no,19,5,2017.0,15,A,1,1,1,2017-05-19 15:16:00,0
karrymart,3,2,122.0,200,78.0,cash,yes,no,no,yes,no,no,no,2017-05-23 00:00:00,no,19:22:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,19,B,1,1,1,2017-05-23 19:22:00,0
karrymart,1,1,100.0,100,0.0,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,20:19:00,night,chain,cbd,mid,tuesday,weekday,no,23,5,2017.0,20,A,1,1,1,2017-05-23 20:19:00,0
karrymart,3,1,45.0,50,5.0,cash,no,no,no,yes,no,no,no,2017-05-23 00:00:00,no,19:14:00,night,chain,cbd,mid,tuesday,weekday,no,23,5,2017.0,19,B,1,1,1,2017-05-23 19:14:00,0
karrymart,2,1,120.0,120,0.0,cash,no,no,yes,no,no,no,no,2017-05-23 00:00:00,no,19:23:00,night,chain,cbd,mid,tuesday,weekday,no,23,5,2017.0,19,A,1,1,1,2017-05-23 19:23:00,0
karrymart,2,1,220.0,220,0.0,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,18:55:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,18,A,1,1,1,2017-05-23 18:55:00,0
karrymart,1,1,60.0,60,0.0,cash,no,no,yes,no,no,no,no,2017-05-23 00:00:00,no,18:05:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,18,A,1,1,1,2017-05-23 18:05:00,0
karrymart,2,1,50.0,50,0.0,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,17:58:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,17,A,1,1,1,2017-05-23 17:58:00,0
karrymart,2,1,130.0,130,0.0,cash,yes,no,no,no,no,no,no,2017-05-23 00:00:00,no,18:06:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,18,A,1,1,1,2017-05-23 18:06:00,0
karrymart,1,1,40.0,40,0.0,cash,yes,no,no,no,no,no,no,2017-05-23 00:00:00,no,18:26:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,18,A,1,1,1,2017-05-23 18:26:00,0
karrymart,2,1,50.0,50,0.0,cash,no,no,no,yes,no,no,no,2017-05-23 00:00:00,no,19:03:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,19,A,1,1,1,2017-05-23 19:03:00,0
karrymart,1,1,40.0,100,60.0,cash,yes,no,no,no,no,no,no,2017-05-23 00:00:00,no,20:25:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,20,A,1,1,1,2017-05-23 20:25:00,0
karrymart,2,1,125.0,200,75.0,cash,yes,no,no,no,no,no,no,2017-05-23 00:00:00,no,19:42:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,19,A,1,1,1,2017-05-23 19:42:00,0
karrymart,4,2,515.0,600,85.0,cash,no,no,yes,yes,no,no,no,2017-05-23 00:00:00,no,20:37:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,20,B,1,1,1,2017-05-23 20:37:00,0
karrymart,6,3,363.0,500,137.0,cash,yes,yes,no,yes,no,no,no,2017-05-23 00:00:00,no,18:45:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,18,B,1,1,1,2017-05-23 18:45:00,0
karrymart,1,1,85.0,500,415.0,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,15:13:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,15,A,1,1,1,2017-05-23 15:13:00,0
karrymart,3,3,225.0,250,25.0,cash,no,yes,no,yes,no,yes,no,2017-05-23 00:00:00,no,20:02:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,20,B,1,1,1,2017-05-23 20:02:00,0
karrymart,1,1,45.0,50,5.0,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,20:31:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,20,A,1,1,1,2017-05-23 20:31:00,0
karrymart,3,3,205.0,500,295.0,cash,yes,yes,no,yes,no,no,no,2017-05-23 00:00:00,no,19:48:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017.0,19,B,1,1,1,2017-05-23 19:48:00,0
